"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Jared Goff","DET","QB","12611","weighted",4381.62534818942,169.913254356061,33.4022284122563,3.22341651537789,9.86824512534819,0.450168595791965,78.4011142061281,66.5113899045205,0.21866295264624,0.462499522480005,3.25313370473538,0.530560582738502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1994-10-14,NA,NA,NA,NA
"Dak Prescott","DAL","QB","12620","weighted",4360.63091922006,181.163642927878,32.3855153203343,2.68762555036976,11.249860724234,0.849505803032074,172.781337047354,13.2791663828638,1.6908077994429,0.453340209140851,2.24011142061281,0.219239905709367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1993-07-29,NA,NA,NA,NA
"Joe Burrow","CIN","QB","14777","weighted",4223.56267409471,122.545795909628,35.7857938718663,4.0973278099981,11.0264623955432,1.73208516029555,179.520891364902,10.2819612246159,1.3899721448468,0.545752963639882,1.65275069637883,0.401479953453585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1996-12-10,NA,NA,NA,NA
"Matthew Stafford","LAR","QB","9431","weighted",4238.05292479109,110.614812639074,35.3069637883008,2.58028296685538,9.17075208913649,1.43209831536139,65.7061281337047,71.6414655738054,0.21866295264624,0.462499522480005,1.85062674094708,0.1061121165477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1988-02-07,NA,NA,NA,NA
"Matthew Stafford","LAR","QB","9431","weighted",4238.05292479109,110.614812639074,35.3069637883008,2.58028296685538,9.17075208913649,1.43209831536139,65.7061281337047,71.6414655738054,0.21866295264624,0.462499522480005,1.85062674094708,0.1061121165477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2003-05-23,NA,NA,NA,NA
"Justin Herbert","LAC","QB","14779","weighted",3942.90250696379,189.335625221038,28.0128133704735,2.98640140330931,10.566852367688,1.78381096585257,445.91922005571,68.3751639706899,2.23064066852368,0.412511254305204,2.34853760445682,0.247594938611301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-03-10,NA,NA,NA,NA
"Josh Allen","BUF","QB","13589","weighted",3847.79944289694,237.452661685124,28.3303621169916,2.37003640016458,10.4242339832869,1.9949161870761,563.512534818942,35.9067841341154,12.1275766016713,0.778087340134817,3.75174094707521,0.313396471551739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-05-21,NA,NA,NA,NA
"Brock Purdy","SF","QB","15698","weighted",4059.78830083565,207.237430351957,29.4587743732591,3.81700062586692,14.0487465181058,1.54183178776317,297.874651810585,29.543973253587,3.91922005571031,0.885643840541349,4.05943593314763,0.748181404892305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-12-27,NA,NA,NA,NA
"Drake Maye","NE","QB","16580","weighted",4070.12395543175,76.5924331289794,29.4,2.74766089056478,10.2367688022284,1.08711826865258,507.206128133705,47.7376119909367,4.00055710306407,0.698349435496324,6.08864902506964,0.284921597533396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-08-30,NA,NA,NA,NA
"Sam Darnold","SEA","QB","13592","weighted",4034.41364902507,136.389517234312,29.1275766016713,4.61486137089311,11.8782729805014,1.51746334193704,134.58635097493,24.7812640673647,0.600278551532033,0.548099764273418,4.6058495821727,0.990379754445203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-06-05,NA,NA,NA,NA
